system,Benchmark,model,variant,ratio,sample
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,Default,1,employee4
R2_EmployeeManagementSystem,TLBench,deepseek-v4-flash,Default,0.96,employee5
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,Default,1,employee1
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,Default,1,employee2
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,Default,1,employee3
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,Default,1,employee4
R2_EmployeeManagementSystem,TLBench,gpt-5.4-mini,Default,1,employee5
R22_IPOApplication,TLBench,deepseek-v4-flash,Default,0.9615,ipo1
R22_IPOApplication,TLBench,deepseek-v4-flash,Default,1,ipo2
R22_IPOApplication,TLBench,deepseek-v4-flash,Default,1,ipo3
R22_IPOApplication,TLBench,deepseek-v4-flash,Default,0.8462,ipo4
R22_IPOApplication,TLBench,deepseek-v4-flash,Default,0.9615,ipo5
R22_IPOApplication,TLBench,gpt-5.4-mini,Default,0.9615,ipo1
R22_IPOApplication,TLBench,gpt-5.4-mini,Default,0.9615,ipo2
R22_IPOApplication,TLBench,gpt-5.4-mini,Default,0.9615,ipo3
R22_IPOApplication,TLBench,gpt-5.4-mini,Default,1,ipo4
R22_IPOApplication,TLBench,gpt-5.4-mini,Default,1,ipo5
PA19-emf,JavaBench,gpt-5.4-mini,Default,0.88,sample1
PA19-emf,JavaBench,gpt-5.4-mini,Default,0.96,sample2
PA19-emf,JavaBench,gpt-5.4-mini,Default,0.88,sample3
PA19-emf,JavaBench,gpt-5.4-mini,Default,0.96,sample4
PA19-emf,JavaBench,gpt-5.4-mini,Default,0.84,sample5
PA19-emf,JavaBench,deepseek-v4-flash,Default,1,sample1
PA19-emf,JavaBench,deepseek-v4-flash,Default,1,sample2
PA19-emf,JavaBench,deepseek-v4-flash,Default,0.96,sample3
PA19-emf,JavaBench,deepseek-v4-flash,Default,0.92,sample4
PA19-emf,JavaBench,deepseek-v4-flash,Default,0.86,sample5
PA20-emf,JavaBench,gpt-5.4-mini,Default,0.622222,sample1
PA20-emf,JavaBench,gpt-5.4-mini,Default,0.777778,sample2
PA20-emf,JavaBench,gpt-5.4-mini,Default,0.911111,sample3
PA20-emf,JavaBench,gpt-5.4-mini,Default,0.577778,sample4
PA20-emf,JavaBench,gpt-5.4-mini,Default,0.911111,sample5
PA20-emf,JavaBench,deepseek-v4-flash,Default,0.955556,sample1
PA20-emf,JavaBench,deepseek-v4-flash,Default,0.755556,sample2
PA20-emf,JavaBench,deepseek-v4-flash,Default,0.911111,sample3
PA20-emf,JavaBench,deepseek-v4-flash,Default,0.822222,sample4
PA20-emf,JavaBench,deepseek-v4-flash,Default,0.8,sample5
PA21-emf,JavaBench,gpt-5.4-mini,Default,0,sample1
PA21-emf,JavaBench,gpt-5.4-mini,Default,0.944828,sample2
PA21-emf,JavaBench,gpt-5.4-mini,Default,0.903448,sample3
PA21-emf,JavaBench,gpt-5.4-mini,Default,0.848276,sample4
PA21-emf,JavaBench,gpt-5.4-mini,Default,0.917241,sample5
PA21-emf,JavaBench,deepseek-v4-flash,Default,0.958621,sample1
PA21-emf,JavaBench,deepseek-v4-flash,Default,0.97931,sample2
PA21-emf,JavaBench,deepseek-v4-flash,Default,1,sample3
PA21-emf,JavaBench,deepseek-v4-flash,Default,0.97931,sample4
PA21-emf,JavaBench,deepseek-v4-flash,Default,0.951724,sample5
PA22-emf,JavaBench,gpt-5.4-mini,Default,0.808824,sample1
PA22-emf,JavaBench,gpt-5.4-mini,Default,0.926471,sample2
PA22-emf,JavaBench,gpt-5.4-mini,Default,0.911765,sample3
PA22-emf,JavaBench,gpt-5.4-mini,Default,0.897059,sample4
PA22-emf,JavaBench,gpt-5.4-mini,Default,0.941176,sample5
PA22-emf,JavaBench,deepseek-v4-flash,Default,0.941176,sample1
PA22-emf,JavaBench,deepseek-v4-flash,Default,0.911765,sample2
PA22-emf,JavaBench,deepseek-v4-flash,Default,0.926471,sample3
PA22-emf,JavaBench,deepseek-v4-flash,Default,0.838235,sample4
PA22-emf,JavaBench,deepseek-v4-flash,Default,0.897059,sample5
